course_id,course_name,credit,description,is_active,department,workload_score,difficulty_level,is_prerequisite,prerequisite
779,Advance Database Management,4,"This course covers advanced aspects of database management including normalization and denormalization, query optimization, distributed databases, data warehousing, and big data. There is extensive coverage and hands on work with SQL, and database instance tuning. Course covers various modern database architectures including relational, key value, object relational and document store models as well as various approaches to scale out, integrate and implement database systems through replication and cloud based instances. Students learn about unstructured ""big data"" architectures and databases, and gain hands-on experience with Spark and MongoDB. Students complete a term project exploring an advanced database technology of their choice.",TRUE,cs,5,4,FALSE,MET CS 579 or 699
781,Advanced Health Informatics,4,"This course presents the details of information processing in hospitals, hospital information systems (HIS), and more broadly health information systems. It presents the architecture, design, and user requirements of information systems in health care environment. It focuses on Information Technology aspects of Health Informatics specifically addressing the design, development, operation, and management of HIS. The first part of this course covers the introductory concepts including information processing needs, and information management in health care environment. The second part covers detailed description of HIS including hospital process modeling, architecture, quality assessment, and applicable tools. The final part of the course covers management of HIS and related issues and extension of this topic to other health care organizations. The course will have a term project providing students a hands-on experience in design and research of HIS.",TRUE,cs,5,5,FALSE,MET 570 and 580
782,IT Strategy and Management,4,"This course describes and compares contemporary and emerging information technology and its management. Students learn how to identify information technologies of strategic value to their organizations and how to manage their implementation. The course highlights the application of I.T. to business needs. CS 782 is at the advanced Masters (700) level, and it assumes that students understand IT systems at the level of CS 682 Systems Analysis and Design",TRUE,cs,5,4,FALSE,MET CS 682
783,Enterprise Architecture,4,"This course builds upon the strong technical foundation of our MSCIS and MSCS curricula, by providing students with the CIO-level management perspective and skills of an enterprise architect, in the context of the technologies that implement those architectures. Current technologies and processes explored in the enterprise architecture context include blockchain, microservices, multimodal/analytic databases, DevOps, SAFe (Scaled Agile Framework), containers/Docker, and some leverage of AI techniques. We cover both the migration of legacy enterprise systems and de novo enterprise architecture development, vendor selection and management, cybersecurity in the enterprise, and complex system integration. Enterprise architecture decisions are presented in the context of the business goals and alignment that are critical for success, given globalization and the reality that ""all companies are now technology companies."" The course content is rich with case studies that illustrate practical application of enterprise architecture approaches and lessons learned. The course also includes a number of realistic enterprise architecture assignments and an incremental term project with components spanning the course, to provide students with hands on enterprise architecture experience. Students develop the understanding and skills needed to define and implement successful enterprise architectures that provide real strategic and concrete value to organizations, such as substantially reducing IT costs while improving performance, agility and alignment of information technology to business goals. On-campus classrooms follow a ""flipped classroom"" format, where significant class time is devoted to in-class group workshops.",TRUE,cs,5,5,FALSE,MET CS 682
789,Cryptography,4,"The course covers the main concepts and principles of cryptography with the main emphasis put on public key cryptography. It begins with the review of integers and a thorough coverage of the fundamentals of finite group theory followed by the RSA and ElGamal ciphers. Primitive roots in cyclic groups and the discrete log problem are discussed. Baby-step Giant-step and the Index Calculus probabilistic algorithms to compute discrete logs in cyclic groups are presented. Naor -- Reingold and Blum -- Blum -- Shub Random Number Generators as well as Fermat, Euler and Miller-Rabin primality tests are thoroughly covered. Pollard's Rho, Pollard's and Quadratic Sieve factorization algorithms are presented. The course ends with the coverage of some oblivious transfer protocols and zero-knowledge proofs. There are numerous programming assignments in the course.",TRUE,cs,5,5,TRUE,MET CS 248 and 566
793,Special Topics in Computer Science,4,"This course focuses on recent advances in generative AI. It starts by reviewing statistics and regression models related to generative models, then common deep learning methods described. Later, models for designing new content, such as images, music, or text, will be explored, including GAN, VAE, Autoregressive and Diffusion Models. MLP, CNN, RNN, and Transformer models covered in CS 767 are reviewed.",TRUE,cs,5,5,FALSE,Varies on topics
795,Directed Study,4,Independent study on special projects under faculty guidance.,TRUE,cs,5,5,FALSE,None
796,Directed Study,4,Independent study on special projects under faculty guidance.,TRUE,cs,5,5,FALSE,None
799,Advance Cryptography,4,"This course builds on the material covered in CS 789 Cryptography. It begins with the coverage of commutative rings, finite fields, rings of polynomials, and finding of the greatest common divisor in the ring of polynomials. Irreducible polynomials are discussed. Field extensions and fields Fᴩ [x]/P are thoroughly covered. The main emphasis is put on elliptic curves over Fᴩ and F₂ and the ElGamal cipher on elliptic curves is presented. Block ciphers DES and double and triple DES are introduced. AES and WHIRLPOOL block ciphers and modes of operation are covered. The course continues with the introduction of message integrity and message authentication. In the last part of the course cryptographic hash functions SHA-512 and WHIRLPOOL as well as various digital signatures are introduced. Finally, entity authentication and key management issues are discussed.",FALSE,cs,5,5,FALSE,MET CS 789
766,Deep Reinforcement Learning,4,"This course focuses on reinforcement learning, covering fundamental concepts and advanced techniques. It begins with an introduction to reinforcement learning and key concepts, such as exploitation versus exploration and Markov Decision Processes. As the course progresses, it delves into state transition diagrams, the Bellman equation, and solutions to the Multi-Armed Bandits problem. Students will explore challenges and methods related to control and prediction. Then, they learn tabular methods, including Monte Carlo, Dynamic Programming, Temporal Difference Learning, SARSA, and Q-Learning. Afterwards, the course also extends into reviewing neural network concepts, covering convolutional and recurrent neural networks, and moves on to approximation methods for both discrete and continuous spaces, including DQN and its variants. Policy gradient methods, actor-critic methods. Finally, ethical considerations in AI and safety issues are also discussed.",FALSE,cs,5,5,FALSE,MET CS 677
787,Adversarial Machine Learning,4,"This course is designed to provide students with a comprehensive understanding of the inherent vulnerabilities/security issues associated with integrating machine learning into various applications, as well as the knowledge/skills to defeat those vulnerabilities. Topics include an overview of categories of attacks against machine learning models and a detailed exploration of adversarial attacks, data poisoning attacks, membership inference attacks, model stealing attacks, as well as various defense solutions against the above-mentioned attacks. Upon the completion of the course, students are expected to know the threats and vulnerabilities that machine learning models face, along with the strategies and tools used to mitigate those risks. Hands-on labs based on existing tools are provided and required.",FALSE,cs,5,5,FALSE,MET CS 767
788,Generative AI,4,"Python programming, mathematics required for machine learning, and familiarity with neural networks. Or instructor’s consent. - The first part of the course covers statistical concepts required for generative artificial intelligence. We review regressions and optimization methods as well as traditional neural network architectures, including perceptron and multilayer perceptron. Next, we move to Convolutional Neural Networks and Recurrent Neural Networks and close this part with Attention and Transformers. The second part of the course focuses on generative neural networks. We start with traditional self-supervised learning algorithms (Self Organized Map and Restricted Boltzmann Machine), then explore Auto Encoder architectures and Generative Adversarial Networks and move toward architectures that construct generative models, including recent advances in NLP, including LLMs, and Retrieval Augmented Methods. Finally, we describe the Neural Radiance Field, 3D Gaussian Splatting, and text-2-image models.",FALSE,cs,5,5,FALSE,MET CS 677
790,Computer Vision in AI,4,"Students enrolled in this course will gain comprehensive insights into fundamental and advanced concepts within the dynamic realm of computer vision. The curriculum will focus on cutting-edge applications of deep neural networks in computer vision. Through hands-on experiences and practical exercises, students will learn to leverage computer vision and machine learning techniques to solve real-world challenges. This course not only equips students with theoretical knowledge but empowers them to apply these concepts effectively, fostering a deep understanding of how computer visio can be harnessed to address complex problems in diverse industries",FALSE,cs,5,5,FALSE,MET CS 566
810,Master's Thesis in Computer Science,4,This thesis must be completed within 12 months. Students majoring in Computer Science may elect a thesis option. This option is available to Master of Science in Computer Science candidates who have completed at least seven courses toward their degree and have a GPA of 3.7 or higher. Students are responsible for finding a thesis advisor and a principal reader within the department. The advisor must be a full-time faculty member; the principal reader may be part-time faculty member with a doctorate. Permission must be obtained by the department.,TRUE,cs,5,5,FALSE,"To be completed within 12 months, GPA or 3.7 or higher"
811,Master's Thesis in Computer Science,4,This thesis must be completed within 12 months. Students majoring in Computer Science may elect a thesis option. This option is available to Master of Science in Computer Science candidates who have completed at least seven courses toward their degree and have a GPA of 3.7 or higher. Students are responsible for finding a thesis advisor and a principal reader within the department. The advisor must be a full-time faculty member; the principal reader may be part-time faculty member with a doctorate.,TRUE,cs,5,5,FALSE,"To be completed within 12 months, GPA or 3.7 or higher"
703,Network Forensics,4,"This course provides a comprehensive understanding of network forensic analysis principles. Within the context of forensics security, network infrastructures, topologies, and protocols are introduced. Students understand the relationship between network forensic analysis and network security technologies. Students will learn to identify network security incidents and potential sources of digital evidence and demonstrate the ability to perform basic network data acquisition and analysis using computer based applications and utilities. Students will also identify potential applications for the integration of network forensic technologies and demonstrate the ability to accurately document network forensic processes and analysis.",FALSE,cs,5,5,FALSE,MET CS 625 and 695
635,Network Media Technologies,4,"The purpose of this course is to provide students with a deeper understanding of Media-specific Technologies not only so that they will be able to use the ones covered in this course, but more importantly be able to analyze and evaluate new technologies. This course applies the principles from CS 535 to understand the engineering that lead to them as well as the special problems that confront network technologies that operate directly over the physical media. These Media specific layers have three problems to solve: the usual one of multiple users of a common resource, accommodating the particular characteristics of the media, and providing (to the degree possible) a media- independent service to the layers above. While CS 535 provides a high-level view of some of these technologies, in this course, they are considered in much greater detail as to how these technologies address their requirements and take advantage of the assumptions made. The emphasis is on those technologies that are either representative of a type or take a unique perspective on the problem. Hence, the traditional data link protocols, such as HDLC, modern Ethernet (primarily VLANs), WiFi (802.11) represent the first type, while media technologies, such as DOCSIS, RFIDs, IoT, and cellular mobile networks are representative of the second. The course will consider how these technologies solve mobility, routing, congestion, QoS (multi-media), security, etc.",FALSE,cs,2,5,FALSE,"MET CS 231, 232, and MET CS 535 or 625 "
